"zipcode","month","FutureRent"
77084,"2022-12-31 00:00:00",1453.0142747160114
77084,"2023-01-31 00:00:00",1460.9507183497924
77084,"2023-02-28 00:00:00",1469.441214208932
77084,"2023-03-31 00:00:00",1476.9065734719097
77084,"2023-04-30 00:00:00",1485.5271753924524
77084,"2023-05-31 00:00:00",1493.4153285595446
77084,"2023-06-30 00:00:00",1494.8389671587488
77084,"2023-07-31 00:00:00",1496.7339948132837
77084,"2023-08-31 00:00:00",1495.768932938009
77084,"2023-09-30 00:00:00",1498.7361946646888
77084,"2023-10-31 00:00:00",1495.1528045100085
77084,"2023-11-30 00:00:00",1496.6236330605104
77084,"2023-12-31 00:00:00",1499.3520033298419
77084,"2024-01-31 00:00:00",1506.5007513700318
77084,"2024-02-29 00:00:00",1515.1212976947302
77084,"2024-03-31 00:00:00",1522.6033367195398
77084,"2024-04-30 00:00:00",1531.2363767950512
77084,"2024-05-31 00:00:00",1538.2979306649202
77084,"2024-06-30 00:00:00",1539.796629558515
77084,"2024-07-31 00:00:00",1541.5739679267049
77084,"2024-08-31 00:00:00",1540.9299680030836
77084,"2024-09-30 00:00:00",1544.160041439261
77084,"2024-10-31 00:00:00",1540.6461290678496
77084,"2024-11-30 00:00:00",1542.2181938780486
77084,"2024-12-31 00:00:00",1544.911011739302
77084,"2025-01-31 00:00:00",1552.3919651045367
77084,"2025-02-28 00:00:00",1560.9576635190338
77084,"2025-03-31 00:00:00",1568.4326679663413
77084,"2025-04-30 00:00:00",1577.0604623335514
77084,"2025-05-31 00:00:00",1584.4706289041262
77084,"2025-06-30 00:00:00",1585.9376716227991
10467,"2022-12-31 00:00:00",1988.699512005595
10467,"2023-01-31 00:00:00",1961.867372017942
10467,"2023-02-28 00:00:00",1925.5469792552622
10467,"2023-03-31 00:00:00",1946.8704465204905
10467,"2023-04-30 00:00:00",1964.7585038126826
10467,"2023-05-31 00:00:00",1983.2799312834034
10467,"2023-06-30 00:00:00",1986.500714208969
10467,"2023-07-31 00:00:00",1998.6064042353887
10467,"2023-08-31 00:00:00",2011.4039754721819
10467,"2023-09-30 00:00:00",2053.6525824798655
10467,"2023-10-31 00:00:00",2082.0868112648327
10467,"2023-11-30 00:00:00",2106.08847857967
10467,"2023-12-31 00:00:00",2058.506040638397
10467,"2024-01-31 00:00:00",2033.3557676564237
10467,"2024-02-29 00:00:00",1998.4054389685216
10467,"2024-03-31 00:00:00",2018.2573669553342
10467,"2024-04-30 00:00:00",2035.0390227673488
10467,"2024-05-31 00:00:00",2054.409612516192
10467,"2024-06-30 00:00:00",2058.71109646314
10467,"2024-07-31 00:00:00",2070.9314737875725
10467,"2024-08-31 00:00:00",2083.023241870627
10467,"2024-09-30 00:00:00",2125.138873422769
10467,"2024-10-31 00:00:00",2153.6050149533207
10467,"2024-11-30 00:00:00",2178.2695737534955
10467,"2024-12-31 00:00:00",2130.434430802539
10467,"2025-01-31 00:00:00",2104.707622540208
10467,"2025-02-28 00:00:00",2069.287642259221
10467,"2025-03-31 00:00:00",2089.644005895835
10467,"2025-04-30 00:00:00",2106.8049305994055
10467,"2025-05-31 00:00:00",2125.8844322593563
10467,"2025-06-30 00:00:00",2129.815457575679
90250,"2022-12-31 00:00:00",1773.0254339517417
90250,"2023-01-31 00:00:00",1762.0681319443902
90250,"2023-02-28 00:00:00",1760.6926185848026
90250,"2023-03-31 00:00:00",1755.9606547373514
90250,"2023-04-30 00:00:00",1772.2227241082987
90250,"2023-05-31 00:00:00",1783.9648042620784
90250,"2023-06-30 00:00:00",1787.2657615177634
90250,"2023-07-31 00:00:00",1791.1710454816925
90250,"2023-08-31 00:00:00",1794.4238014371765
90250,"2023-09-30 00:00:00",1800.988770490914
90250,"2023-10-31 00:00:00",1812.0078435571938
90250,"2023-11-30 00:00:00",1829.1968665876116
90250,"2023-12-31 00:00:00",1841.257271204789
90250,"2024-01-31 00:00:00",1831.563831410103
90250,"2024-02-29 00:00:00",1831.0132699330425
90250,"2024-03-31 00:00:00",1826.842684861867
90250,"2024-04-30 00:00:00",1842.2488420112504
90250,"2024-05-31 00:00:00",1852.9034192567444
90250,"2024-06-30 00:00:00",1855.7739767556075
90250,"2024-07-31 00:00:00",1860.252151136734
90250,"2024-08-31 00:00:00",1864.1383653173527
90250,"2024-09-30 00:00:00",1870.3918715453156
90250,"2024-10-31 00:00:00",1881.9567090615158
90250,"2024-11-30 00:00:00",1899.9762886297292
90250,"2024-12-31 00:00:00",1911.7057233058351
90250,"2025-01-31 00:00:00",1901.462930522869
90250,"2025-02-28 00:00:00",1900.5538064980506
90250,"2025-03-31 00:00:00",1896.139221605203
90250,"2025-04-30 00:00:00",1911.917394109335
90250,"2025-05-31 00:00:00",1923.044617127492
90250,"2025-06-30 00:00:00",1926.1022367089531
60618,"2022-12-31 00:00:00",1496.5681394567462
60618,"2023-01-31 00:00:00",1501.5226168938348
60618,"2023-02-28 00:00:00",1519.5224035799536
60618,"2023-03-31 00:00:00",1543.8254299178182
60618,"2023-04-30 00:00:00",1554.7692269061506
60618,"2023-05-31 00:00:00",1555.9705310998022
60618,"2023-06-30 00:00:00",1554.1782375031476
60618,"2023-07-31 00:00:00",1556.0774983904903
60618,"2023-08-31 00:00:00",1554.5899093305745
60618,"2023-09-30 00:00:00",1536.7484893816115
60618,"2023-10-31 00:00:00",1521.5575242323255
60618,"2023-11-30 00:00:00",1504.9277772714042
60618,"2023-12-31 00:00:00",1499.0586897981595
60618,"2024-01-31 00:00:00",1504.0555912189227
60618,"2024-02-29 00:00:00",1521.8587431628152
60618,"2024-03-31 00:00:00",1546.0881161296188
60618,"2024-04-30 00:00:00",1556.9035563703019
60618,"2024-05-31 00:00:00",1558.0807668207874
60618,"2024-06-30 00:00:00",1556.220050585504
60618,"2024-07-31 00:00:00",1558.1315075152415
60618,"2024-08-31 00:00:00",1556.6554019609505
60618,"2024-09-30 00:00:00",1538.7872104082878
60618,"2024-10-31 00:00:00",1523.5938434698667
60618,"2024-11-30 00:00:00",1506.8963317354462
60618,"2024-12-31 00:00:00",1501.0126873091938
60618,"2025-01-31 00:00:00",1505.9991122896413
60618,"2025-02-28 00:00:00",1523.850613744932
60618,"2025-03-31 00:00:00",1548.0980465082673
60618,"2025-04-30 00:00:00",1558.945046795202
60618,"2025-05-31 00:00:00",1560.1281546084215
60618,"2025-06-30 00:00:00",1558.2842646339136
94565,"2022-12-31 00:00:00",2539.135838766641
94565,"2023-01-31 00:00:00",2551.6872874591554
94565,"2023-02-28 00:00:00",2595.4091168110817
94565,"2023-03-31 00:00:00",2651.7432976640757
94565,"2023-04-30 00:00:00",2672.6549164444923
94565,"2023-05-31 00:00:00",2663.736075974369
94565,"2023-06-30 00:00:00",2643.658648507597
94565,"2023-07-31 00:00:00",2621.988363081609
94565,"2023-08-31 00:00:00",2639.582187524542
94565,"2023-09-30 00:00:00",2667.305703329757
94565,"2023-10-31 00:00:00",2695.075720312877
94565,"2023-11-30 00:00:00",2687.460528783978
94565,"2023-12-31 00:00:00",2654.0556552378753
94565,"2024-01-31 00:00:00",2666.3250960320906
94565,"2024-02-29 00:00:00",2708.454140415384
94565,"2024-03-31 00:00:00",2763.2453035637345
94565,"2024-04-30 00:00:00",2783.565042757709
94565,"2024-05-31 00:00:00",2775.4536899178183
94565,"2024-06-30 00:00:00",2756.242331867302
94565,"2024-07-31 00:00:00",2734.7181461185614
94565,"2024-08-31 00:00:00",2753.0246545444884
77429,"2022-12-31 00:00:00",1620.705148472245
77429,"2023-01-31 00:00:00",1630.8700697095294
77429,"2023-02-28 00:00:00",1632.6989084479958
77429,"2023-03-31 00:00:00",1643.5635645303812
77429,"2023-04-30 00:00:00",1632.5846540930454
77429,"2023-05-31 00:00:00",1634.5595881554846
77429,"2023-06-30 00:00:00",1603.8087313909557
77429,"2023-07-31 00:00:00",1616.3176876140972
77429,"2023-08-31 00:00:00",1610.891094475811
77429,"2023-09-30 00:00:00",1650.1649827219235
77429,"2023-10-31 00:00:00",1659.355562039065
77429,"2023-11-30 00:00:00",1675.0042658867808
77429,"2023-12-31 00:00:00",1673.925943421974
77429,"2024-01-31 00:00:00",1682.0611872648074
77429,"2024-02-29 00:00:00",1682.4872937237901
77429,"2024-03-31 00:00:00",1685.5761713703844
77429,"2024-04-30 00:00:00",1674.7848517340492
77429,"2024-05-31 00:00:00",1676.3281658502858
77429,"2024-06-30 00:00:00",1646.2029890436747
77429,"2024-07-31 00:00:00",1658.371697712994
77429,"2024-08-31 00:00:00",1653.4178369419528
77429,"2024-09-30 00:00:00",1693.793766071642
77429,"2024-10-31 00:00:00",1702.9632143178696
77429,"2024-11-30 00:00:00",1718.2787560225113
77429,"2024-12-31 00:00:00",1713.6705744807152
77429,"2025-01-31 00:00:00",1722.8154058514829
77429,"2025-02-28 00:00:00",1723.9290719224252
77429,"2025-03-31 00:00:00",1730.867962640655
77429,"2025-04-30 00:00:00",1719.9801587009056
77429,"2025-05-31 00:00:00",1721.7405077707836
77429,"2025-06-30 00:00:00",1691.3027432453343
94565,"2024-09-30 00:00:00",2780.6190049328193
94565,"2024-10-31 00:00:00",2808.3806615471235
94565,"2024-11-30 00:00:00",2800.0293492645364
94565,"2024-12-31 00:00:00",2766.116552486159
94565,"2025-01-31 00:00:00",2778.425823457007
94565,"2025-02-28 00:00:00",2821.0636265470507
94565,"2025-03-31 00:00:00",2876.387387955795
94565,"2025-04-30 00:00:00",2896.9409678538327
94565,"2025-05-31 00:00:00",2888.583816892448
94565,"2025-06-30 00:00:00",2869.087371014987
11220,"2022-12-31 00:00:00",1867.4882142756503
11220,"2023-01-31 00:00:00",1875.4521403706542
11220,"2023-02-28 00:00:00",1878.9226399520396
11220,"2023-03-31 00:00:00",1890.7337224026558
11220,"2023-04-30 00:00:00",1927.5201997740342
11220,"2023-05-31 00:00:00",1910.6754150108334
11220,"2023-06-30 00:00:00",1922.0099355275215
11220,"2023-07-31 00:00:00",1889.1508367946208
11220,"2023-08-31 00:00:00",1906.106808183893
11220,"2023-09-30 00:00:00",1886.4408636086016
11220,"2023-10-31 00:00:00",1855.888116485819
11220,"2023-11-30 00:00:00",1831.4108991483401
11220,"2023-12-31 00:00:00",1817.9476440314922
11220,"2024-01-31 00:00:00",1829.9068037988798
11220,"2024-02-29 00:00:00",1838.9694908749073
11220,"2024-03-31 00:00:00",1855.9268685084185
11220,"2024-04-30 00:00:00",1892.2317740978876
11220,"2024-05-31 00:00:00",1876.477118187523
11220,"2024-06-30 00:00:00",1883.562157099619
11220,"2024-07-31 00:00:00",1851.189945212651
11220,"2024-08-31 00:00:00",1868.701840600273
11220,"2024-09-30 00:00:00",1846.3959372383047
11220,"2024-10-31 00:00:00",1815.770253265222
11220,"2024-11-30 00:00:00",1793.8799145791481
11220,"2024-12-31 00:00:00",1780.5926792828777
11220,"2025-01-31 00:00:00",1790.6233744378176
11220,"2025-02-28 00:00:00",1796.9867611541051
11220,"2025-03-31 00:00:00",1811.4600667761483
11220,"2025-04-30 00:00:00",1847.9974228843726
11220,"2025-05-31 00:00:00",1831.716571239786
11220,"2025-06-30 00:00:00",1840.8527980340782
75052,"2022-12-31 00:00:00",1545.5417444929851
75052,"2023-01-31 00:00:00",1551.9466876744877
75052,"2023-02-28 00:00:00",1563.2158018794653
75052,"2023-03-31 00:00:00",1575.167499523614
75052,"2023-04-30 00:00:00",1578.7179966714948
75052,"2023-05-31 00:00:00",1576.41270247262
75052,"2023-06-30 00:00:00",1583.0464117832578
75052,"2023-07-31 00:00:00",1600.9735139011868
75052,"2023-08-31 00:00:00",1614.0381442147532
75052,"2023-09-30 00:00:00",1619.8805975542807
75052,"2023-10-31 00:00:00",1619.5271365747617
75052,"2023-11-30 00:00:00",1616.8083018522038
75052,"2023-12-31 00:00:00",1617.1255620287136
75052,"2024-01-31 00:00:00",1618.5753574378202
75052,"2024-02-29 00:00:00",1629.2067472952622
75052,"2024-03-31 00:00:00",1637.3136610252782
75052,"2024-04-30 00:00:00",1641.613558002517
75052,"2024-05-31 00:00:00",1638.5091494915343
75052,"2024-06-30 00:00:00",1643.6910863353824
75052,"2024-07-31 00:00:00",1661.5625801561896
75052,"2024-08-31 00:00:00",1676.812459209451
75052,"2024-09-30 00:00:00",1685.5103762745132
75052,"2024-10-31 00:00:00",1684.5924870447639
75052,"2024-11-30 00:00:00",1681.8053308821736
75052,"2024-12-31 00:00:00",1681.2725067466124
75052,"2025-01-31 00:00:00",1685.7502342474909
75052,"2025-02-28 00:00:00",1696.7713170275867
75052,"2025-03-31 00:00:00",1707.2276550602205
75052,"2025-04-30 00:00:00",1711.0696178047967
75052,"2025-05-31 00:00:00",1708.4535224545443
75052,"2025-06-30 00:00:00",1714.5225909529986
77433,"2022-12-31 00:00:00",1702.003374462687
77433,"2023-01-31 00:00:00",1715.473815615452
77433,"2023-02-28 00:00:00",1708.3532895147582
77433,"2023-03-31 00:00:00",1711.2375513917957
77433,"2023-04-30 00:00:00",1707.7709919646977
77433,"2023-05-31 00:00:00",1720.401929237907
77433,"2023-06-30 00:00:00",1722.9814143683323
77433,"2023-07-31 00:00:00",1733.0239661770675
77433,"2023-08-31 00:00:00",1736.6664297325437
77433,"2023-09-30 00:00:00",1738.3892293315912
77433,"2023-10-31 00:00:00",1738.8295451296278
77433,"2023-11-30 00:00:00",1745.1624507698295
77433,"2023-12-31 00:00:00",1754.8245390714185
77433,"2024-01-31 00:00:00",1769.0518344183724
77433,"2024-02-29 00:00:00",1764.3938292805844
77433,"2024-03-31 00:00:00",1769.7196114962096
77433,"2024-04-30 00:00:00",1765.7481154148363
77433,"2024-05-31 00:00:00",1777.8753789751659
77433,"2024-06-30 00:00:00",1779.1578253517332
77433,"2024-07-31 00:00:00",1789.4726099262057
77433,"2024-08-31 00:00:00",1793.6853409634355
77433,"2024-09-30 00:00:00",1795.7393603300602
77433,"2024-10-31 00:00:00",1796.7319876787158
77433,"2024-11-30 00:00:00",1804.7064756423567
77433,"2024-12-31 00:00:00",1815.2138842737625
77433,"2025-01-31 00:00:00",1829.0645073148298
77433,"2025-02-28 00:00:00",1823.1809511309966
77433,"2025-03-31 00:00:00",1827.2916339221015
77433,"2025-04-30 00:00:00",1823.5714354557151
77433,"2025-05-31 00:00:00",1835.9493680885048
77433,"2025-06-30 00:00:00",1837.877326615221
11214,"2022-12-31 00:00:00",1801.8392066349766
11214,"2023-01-31 00:00:00",1781.331965245336
11214,"2023-02-28 00:00:00",1783.550996868523
11214,"2023-03-31 00:00:00",1753.8331891065789
11214,"2023-04-30 00:00:00",1722.8249867177235
11214,"2023-05-31 00:00:00",1674.1791636307923
11214,"2023-06-30 00:00:00",1676.339907943654
11214,"2023-07-31 00:00:00",1708.5514150420004
11214,"2023-08-31 00:00:00",1747.6123631767643
11214,"2023-09-30 00:00:00",1753.8983112330864
11214,"2023-10-31 00:00:00",1773.7651360582136
11214,"2023-11-30 00:00:00",1781.7760612893783
11214,"2023-12-31 00:00:00",1777.6187645317605
11214,"2024-01-31 00:00:00",1758.2498182430122
11214,"2024-02-29 00:00:00",1759.0312799640856
11214,"2024-03-31 00:00:00",1735.7816917298783
11214,"2024-04-30 00:00:00",1701.927788776813
11214,"2024-05-31 00:00:00",1650.4143003559313
11214,"2024-06-30 00:00:00",1651.6375165077764
11214,"2024-07-31 00:00:00",1687.026785379567
11214,"2024-08-31 00:00:00",1729.753220993772
11214,"2024-09-30 00:00:00",1736.5082262555377
11214,"2024-10-31 00:00:00",1756.7539458289982
11214,"2024-11-30 00:00:00",1761.7860386809461
11214,"2024-12-31 00:00:00",1757.056656778081
11214,"2025-01-31 00:00:00",1737.107470595506
11214,"2025-02-28 00:00:00",1738.6217259539385
11214,"2025-03-31 00:00:00",1712.074997102083
11214,"2025-04-30 00:00:00",1679.671674927188
11214,"2025-05-31 00:00:00",1629.6199637094214
11214,"2025-06-30 00:00:00",1631.3210798717132
30044,"2022-12-31 00:00:00",2432.8927916836387
30044,"2023-01-31 00:00:00",2474.627115934498
30044,"2023-02-28 00:00:00",2541.4286745502777
30044,"2023-03-31 00:00:00",2575.4407401036133
30044,"2023-04-30 00:00:00",2633.5156630026336
30044,"2023-05-31 00:00:00",2678.4334021285617
30044,"2023-06-30 00:00:00",2742.093949405247
30044,"2023-07-31 00:00:00",2795.060366962113
30044,"2023-08-31 00:00:00",2858.3296929286057
30044,"2023-09-30 00:00:00",2908.3218604484214
30044,"2023-10-31 00:00:00",2971.501105434817
30044,"2023-11-30 00:00:00",3014.040454670978
30044,"2023-12-31 00:00:00",3079.4285710763197
30044,"2024-01-31 00:00:00",3133.939391224443
30044,"2024-02-29 00:00:00",3210.2664102971253
30044,"2024-03-31 00:00:00",3257.6669222647847
30044,"2024-04-30 00:00:00",3327.4200328349702
30044,"2024-05-31 00:00:00",3386.419289357397
30044,"2024-06-30 00:00:00",3462.908774693902
30044,"2024-07-31 00:00:00",3530.520649241441
30044,"2024-08-31 00:00:00",3606.5088495825667
30044,"2024-09-30 00:00:00",3669.9080673250464
30044,"2024-10-31 00:00:00",3746.136532477271
30044,"2024-11-30 00:00:00",3801.919953370065
30044,"2024-12-31 00:00:00",3880.624274930499
30044,"2025-01-31 00:00:00",3948.5954357185246
30044,"2025-02-28 00:00:00",4039.794117016265
30044,"2025-03-31 00:00:00",4100.3930320526515
30044,"2025-04-30 00:00:00",4184.088863304022
30044,"2025-05-31 00:00:00",4255.989144031534
30044,"2025-06-30 00:00:00",4345.924549820639
37013,"2022-12-31 00:00:00",1599.7979639328103
37013,"2023-01-31 00:00:00",1598.0858304823885
37013,"2023-02-28 00:00:00",1601.7491136954666
37013,"2023-03-31 00:00:00",1606.5185731983154
37013,"2023-04-30 00:00:00",1624.543957664015
37013,"2023-05-31 00:00:00",1633.390080199355
37013,"2023-06-30 00:00:00",1642.043426165913
37013,"2023-07-31 00:00:00",1641.8798229030435
37013,"2023-08-31 00:00:00",1657.7870544880584
37013,"2023-09-30 00:00:00",1665.272070766491
37013,"2023-10-31 00:00:00",1672.433670195803
37013,"2023-11-30 00:00:00",1673.0490465363714
37013,"2023-12-31 00:00:00",1672.0564084531018
37013,"2024-01-31 00:00:00",1670.5665096081154
37013,"2024-02-29 00:00:00",1674.3039317868038
37013,"2024-03-31 00:00:00",1679.1821478902898
37013,"2024-04-30 00:00:00",1697.1689640006443
37013,"2024-05-31 00:00:00",1705.9606330024699
37013,"2024-06-30 00:00:00",1714.6308694778793
37013,"2024-07-31 00:00:00",1714.5763925695423
37013,"2024-08-31 00:00:00",1730.492772621016
37013,"2024-09-30 00:00:00",1738.0462717108899
37013,"2024-10-31 00:00:00",1745.3105141881108
37013,"2024-11-30 00:00:00",1746.0982418433734
37013,"2024-12-31 00:00:00",1745.1421742062696
37013,"2025-01-31 00:00:00",1743.5700226190056
37013,"2025-02-28 00:00:00",1747.2904184470592
37013,"2025-03-31 00:00:00",1752.1247067537756
37013,"2025-04-30 00:00:00",1770.1292088613573
37013,"2025-05-31 00:00:00",1778.934384724866
37013,"2025-06-30 00:00:00",1787.60386335266
77573,"2022-12-31 00:00:00",1623.6401045046578
77573,"2023-01-31 00:00:00",1617.865073021714
77573,"2023-02-28 00:00:00",1634.4090304676547
77573,"2023-03-31 00:00:00",1647.6132734495186
77573,"2023-04-30 00:00:00",1643.7187243644596
77573,"2023-05-31 00:00:00",1648.9276524693394
77573,"2023-06-30 00:00:00",1656.7704404908866
77573,"2023-07-31 00:00:00",1663.0264208283381
77573,"2023-08-31 00:00:00",1668.8559758992901
77573,"2023-09-30 00:00:00",1662.6587494838448
77573,"2023-10-31 00:00:00",1672.1741396332704
77573,"2023-11-30 00:00:00",1659.2247144515316
77573,"2023-12-31 00:00:00",1659.4660585879762
77573,"2024-01-31 00:00:00",1655.6560545625073
77573,"2024-02-29 00:00:00",1672.4672344596847
77573,"2024-03-31 00:00:00",1683.1219111671433
77573,"2024-04-30 00:00:00",1678.2380960235246
77573,"2024-05-31 00:00:00",1683.5624147446913
77573,"2024-06-30 00:00:00",1691.4811702990141
77573,"2024-07-31 00:00:00",1697.479955678259
77573,"2024-08-31 00:00:00",1703.4614756753206
77573,"2024-09-30 00:00:00",1697.403250723368
77573,"2024-10-31 00:00:00",1707.7244506154898
77573,"2024-11-30 00:00:00",1695.0256102159908
77573,"2024-12-31 00:00:00",1694.3656539767085
77573,"2025-01-31 00:00:00",1689.6743352103501
